"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"227922","occ","","","22286","Hominoidea","superfamily","40883","Serravallian","","13.82","11.62","5563"
"227923","occ","","","22286","Proconsul","genus","40895","Serravallian","","13.82","11.62","5563"
"227924","occ","","","22287","Hominidae","family","40899","Serravallian","","13.82","11.62","5577"
"227925","occ","","","22287","Proconsul","genus","40895","Serravallian","","13.82","11.62","5577"
"227930","occ","","","22292","Hominidae","family","40899","Serravallian","","13.82","11.62","5563"
"227931","occ","","","22292","Proconsul","genus","40895","Serravallian","","13.82","11.62","5563"
"227951","occ","","","22302","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","5584"
"227952","occ","","","22304","Equatorius africanus","species","100573","Langhian","Serravallian","15.97","11.62","5577"
"227957","occ","","","22305","Hominidae","family","40899","Langhian","","15.97","13.82","5571"
"227958","occ","","","22305","Proconsul major","species","157734","Langhian","","15.97","13.82","5571"
"227959","occ","","","22305","Kalepithecus songhorensis","species","143166","Langhian","","15.97","13.82","5571"
"227960","occ","","","22305","Anthropoidea","suborder","40840","Langhian","","15.97","13.82","5571"
"228009","occ","","","22321","Australopithecus","genus","40900","Pliocene","","5.333","2.588","5479"
"228019","occ","","","22329","Cercopithecoides","genus","40863","Pliocene","Pleistocene","5.333","0.0117","4884"
"228023","occ","","","22329","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","4884"
"228032","occ","","","22329","Cercopithecidae","family","40860","Pliocene","Pleistocene","5.333","0.0117","4884"
"228036","occ","","","22330","Cercopithecidae","family","40860","Pliocene","Pleistocene","5.333","0.0117","4891"
"228041","occ","","","22330","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","4891"
"228047","occ","","","22330","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","4891"
"228052","occ","","","22331","Australopithecus","genus","40900","Pliocene","Pleistocene","5.333","0.0117","5600"
"228058","occ","","","22332","Cercopithecidae","family","40860","Pliocene","Pleistocene","5.333","0.0117","5531"
"228061","occ","","","22332","Cercopithecoides","genus","40863","Pliocene","Pleistocene","5.333","0.0117","5531"
"228064","occ","","","22332","Australopithecus robustus","species","83069","Pliocene","Pleistocene","5.333","0.0117","5531"
"228065","occ","","","22332","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","5531"
"228072","occ","","","22332","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","5531"
"228077","occ","","","22333","Cercopithecoides","genus","40863","Pliocene","Pleistocene","5.333","0.0117","4884"
"228082","occ","","","22333","Gorgopithecus","genus","40867","Pliocene","Pleistocene","5.333","0.0117","4884"
"228083","occ","","","22333","Papio hamadryas","species","104127","Pliocene","Pleistocene","5.333","0.0117","4884"
"228084","occ","","","22333","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","4884"
"228085","occ","","","22333","Australopithecus","genus","40900","Pliocene","Pleistocene","5.333","0.0117","4884"
"228096","occ","","","22334","Cercopithecidae","family","40860","Pliocene","Pleistocene","5.333","0.0117","4885"
"228099","occ","","","22334","Parapapio","genus","40874","Pliocene","Pleistocene","5.333","0.0117","4885"
"228104","occ","","","22334","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","4885"
"228126","occ","","","22334","Papio","genus","40871","Pliocene","Pleistocene","5.333","0.0117","4885"
"228133","occ","","","22334","Gorgopithecus","genus","40867","Pliocene","Pleistocene","5.333","0.0117","4885"
"228142","occ","","","22335","Homo erectus","species","83084","Pliocene","Calabrian","5.333","0.781","4954"
"228293","occ","","","22338","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5549"
"228300","occ","","","22340","Parapapio","genus","40874","Late Pliocene","","3.6","2.588","4932"
"228304","occ","","","22340","Parapapio","genus","40874","Late Pliocene","","3.6","2.588","4932"
"228322","occ","","","22340","Cercopithecoides","genus","40863","Late Pliocene","","3.6","2.588","4932"
"228323","occ","","","22340","Parapapio","genus","40874","Late Pliocene","","3.6","2.588","4932"
"228324","occ","","","22340","Parapapio","genus","40874","Late Pliocene","","3.6","2.588","4932"
"228326","occ","","","22340","Theropithecus","genus","40879","Late Pliocene","","3.6","2.588","4932"
"228328","occ","","","22340","Australopithecus africanus","species","83066","Late Pliocene","","3.6","2.588","4932"
"228340","occ","","","22342","Homo erectus","species","83084","Gelasian","Calabrian","2.588","0.781","4454"
"228414","occ","","","22347","Homo","genus","40901","Piacenzian","Gelasian","3.6","1.806","5550"
"228444","occ","","","22355","Hominidae","family","40899","Pliocene","","5.333","2.588","5512"
"228447","occ","","","22355","Australopithecus africanus","species","83066","Pliocene","","5.333","2.588","5512"
"228451","occ","","","22355","Theropithecus","genus","40879","Pliocene","","5.333","2.588","5512"
"228657","occ","","","22405","Paracolobus","genus","40872","Miocene","Pliocene","23.03","2.588","5435"
"228860","occ","","","22461","Paracolobus","genus","40872","Miocene","Pliocene","23.03","2.588","5435"
"228867","occ","","","22466","Homo erectus","species","83084","Calabrian","","1.806","0.781","5272"
"228877","occ","","","22470","Hominidae","family","40899","Calabrian","","1.806","0.781","5615"
"228878","occ","","","22470","Australopithecus","genus","40900","Calabrian","","1.806","0.781","5615"
"228934","occ","","","22499","Australopithecus boisei","species","83068","Calabrian","","1.806","0.781","5627"
"228952","occ","","","22556","Australopithecus boisei","species","83068","Gelasian","Pleistocene","2.588","0.0117","5637"
"228972","occ","","","22559","Cercopithecus","genus","233952","Pliocene","","5.333","2.588","5640"
"228974","occ","","","22559","Australopithecus","genus","40900","Pliocene","","5.333","2.588","5640"
"228976","occ","","","22563","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5624"
"228977","occ","","","22567","Praeanthropus africanus","species","83054","Zanclean","","5.333","3.6","5624"
"228984","occ","","","22581","Australopithecus boisei","species","83068","Gelasian","Pleistocene","2.588","0.0117","5637"
"229012","occ","","","22596","Homo habilis","species","83082","Gelasian","","2.588","1.806","5276"
"229030","occ","","","22596","Theropithecus oswaldi","species","133586","Gelasian","","2.588","1.806","5276"
"229031","occ","","","22596","Papio","genus","40871","Gelasian","","2.588","1.806","5276"
"229045","occ","","","22596","Hominidae","family","40899","Gelasian","","2.588","1.806","5276"
"229066","occ","","","22599","Cercopithecidae","family","40860","Zanclean","Piacenzian","5.333","2.588","4451"
"229081","occ","","","22602","Cercopithecidae","family","40860","Zanclean","Piacenzian","5.333","2.588","4451"
"229090","occ","","","22603","Hominidae","family","40899","Zanclean","Piacenzian","5.333","2.588","4451"
"229117","occ","","","22614","Theropithecus oswaldi","species","133586","Calabrian","","1.806","0.781","5615"
"229125","occ","","","22617","Australopithecus boisei","species","83068","Gelasian","Calabrian","2.588","0.781","4468"
"229131","occ","","","22617","Homo habilis","species","83082","Gelasian","Calabrian","2.588","0.781","4468"
"229133","occ","","","22618","Homo habilis","species","83082","Calabrian","","1.806","0.781","5275"
"229142","occ","","","22620","Theropithecus oswaldi","species","133586","Calabrian","","1.806","0.781","4948"
"229145","occ","","","22621","Hominidae","family","40899","Calabrian","","1.806","0.781","5652"
"229146","occ","","","22622","Homo","genus","40901","Calabrian","","1.806","0.781","5275"
"229147","occ","","","22622","Homo habilis","species","83082","Calabrian","","1.806","0.781","5275"
"229148","occ","","","22622","Hominidae","family","40899","Calabrian","","1.806","0.781","5275"
"229167","occ","","","22624","Australopithecus boisei","species","83068","Gelasian","Calabrian","2.588","0.781","4732"
"292565","occ","22441","","27855","Proconsul meswae","species","157731","Chattian","","28.1","23.03","31207"
"292599","occ","","","27856","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","7625"
"292646","occ","","","27858","Proconsul major","species","157734","Burdigalian","","20.44","15.97","7625"
"292648","occ","","","27858","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","7625"
"295388","occ","","","28292","Hominoidea","superfamily","40883","MN 2","","22.4","20","7763"
"295823","occ","","","28318","Samburupithecus kiptalami","species","97192","Tortonian","Late Miocene","11.62","5.333","7769"
"297056","occ","","","28441","Cercopithecoidea","superfamily","40859","Burdigalian","","20.44","15.97","7832"
"297816","occ","","","28611","Cebidae","family","40844","Middle Miocene","","15.97","11.608","7892"
"300752","occ","","","12954","Apidium phiomense","species","100576","Rupelian","","33.9","28.1","24335"
"300753","occ","21573","","12954","Simonsius grangeri","species","144355","Rupelian","","33.9","28.1","29577"
"300762","occ","","","12960","Apidium phiomense","species","100576","Rupelian","","33.9","28.1","7934"
"339231","occ","","","32050","Parapapio","genus","40874","Pliocene","","5.333","2.588","4451"
"339232","occ","","","32050","Praeanthropus africanus","species","83054","Pliocene","","5.333","2.588","4451"
"339284","occ","","","32050","Papio","genus","40871","Pliocene","","5.333","2.588","4451"
"339285","occ","","","32050","Paracolobus","genus","40872","Pliocene","","5.333","2.588","4451"
"339340","occ","","","32052","Theropithecus","genus","40879","Late Pliocene","","3.6","2.588","5595"
"339341","occ","","","32052","Macaca","genus","40869","Late Pliocene","","3.6","2.588","5595"
"339525","occ","","","32058","Papio","genus","40871","Early Pleistocene","","2.588","0.781","10211"
"339569","occ","","","32059","Homo sapiens","species","83088","Middle Pleistocene","Late Pleistocene","0.781","0.0117","8611"
"340089","occ","","","32077","Homo habilis","species","83082","Early Pleistocene","","2.588","0.781","10211"
"340098","occ","","","32080","Australopithecus boisei","species","83068","Early Pleistocene","","2.588","0.781","10211"
"340103","occ","","","32079","Cercopithecidae","family","40860","Early Pleistocene","","2.588","0.781","10208"
"340109","occ","","","32081","Cercopithecidae","family","40860","Early Pleistocene","","2.588","0.781","10211"
"340149","occ","","","32085","Cercocebus","genus","40861","Early Pleistocene","","2.588","0.781","10211"
"340150","occ","","","32085","Australopithecus boisei","species","83068","Early Pleistocene","","2.588","0.781","10211"
"340194","occ","","","32060","Colobus","genus","40864","Early Pleistocene","","2.588","0.781","10211"
"340195","occ","","","32060","Papio","genus","40871","Early Pleistocene","","2.588","0.781","10211"
"340196","occ","","","32060","Theropithecus oswaldi","species","133586","Early Pleistocene","","2.588","0.781","10211"
"340211","occ","","","32088","Theropithecus","genus","40879","Early Pleistocene","","2.588","0.781","10208"
"340530","occ","","","21396","Homo","genus","40901","Early Pleistocene","","2.588","0.781","8610"
"340569","occ","","","32124","Papio cynocephalus","species","231525","Late Pleistocene","","0.126","0.0117","8626"
"340794","occ","","","32138","Papio cynocephalus","species","231525","Late Pleistocene","","0.126","0.0117","8626"
"340805","occ","","","32116","Theropithecus","genus","40879","Late Pliocene","","3.6","2.588","8639"
"340855","occ","","","32145","Macaca sylvanus","species","104118","Early Pleistocene","","2.588","0.781","8655"
"340894","occ","","","32144","Sivapithecus indicus","species","133676","Late Miocene","","11.608","5.333","8656"
"341602","occ","","","32191","Pliopithecus antiquus","species","143188","Langhian","Serravallian","15.97","11.62","8672"
"341717","occ","","","32195","Macaca sylvanus","species","104118","Early Pleistocene","","2.588","0.781","8655"
"358677","occ","","","22241","Parapapio","genus","40874","Tortonian","","11.62","7.246","8636"
"358678","occ","","","22241","Colobinae","subfamily","234343","Tortonian","","11.62","7.246","8636"
"358679","occ","","","22241","Colobinae","subfamily","234343","Tortonian","","11.62","7.246","8636"
"358680","occ","","","22241","Colobinae","subfamily","234343","Tortonian","","11.62","7.246","8636"
"358681","occ","","","22241","Cercopithecidae","family","40860","Tortonian","","11.62","7.246","8636"
"360098","occ","","","22242","Parapapio","genus","40874","Tortonian","Piacenzian","11.62","2.588","8636"
"360099","occ","","","22242","Colobinae","subfamily","234343","Tortonian","Piacenzian","11.62","2.588","8636"
"360100","occ","","","22242","Colobinae","subfamily","234343","Tortonian","Piacenzian","11.62","2.588","8636"
"360101","occ","","","22242","Colobinae","subfamily","234343","Tortonian","Piacenzian","11.62","2.588","8636"
"360102","occ","","","22242","Cercopithecidae","family","40860","Tortonian","Piacenzian","11.62","2.588","8636"
"360103","occ","","","22242","Hominidae","family","40899","Tortonian","Piacenzian","11.62","2.588","8636"
"360358","occ","","","34128","Macaca sylvanus","species","104118","Pleistocene","","2.588","0.0117","8987"
"361390","occ","","","22235","Parapapio","genus","40874","Tortonian","Piacenzian","11.62","2.588","8636"
"361391","occ","","","22235","Cercopithecoides","genus","40863","Tortonian","Piacenzian","11.62","2.588","8636"
"361392","occ","","","22235","Colobinae","subfamily","234343","Tortonian","Piacenzian","11.62","2.588","8636"
"361393","occ","","","22235","Cercopithecidae","family","40860","Tortonian","Piacenzian","11.62","2.588","8636"
"361605","occ","","","22239","Parapapio","genus","40874","Pliocene","","5.333","2.588","8636"
"361606","occ","","","22239","Theropithecus","genus","40879","Pliocene","","5.333","2.588","8636"
"361607","occ","","","22239","Colobinae","subfamily","234343","Pliocene","","5.333","2.588","8636"
"361608","occ","","","22239","Praeanthropus africanus","species","83054","Pliocene","","5.333","2.588","8636"
"361910","occ","","","34287","Theropithecus oswaldi","species","133586","Pleistocene","","2.588","0.0117","9013"
"361911","occ","","","34287","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9013"
"362193","occ","","","34329","Theropithecus oswaldi","species","133586","Pleistocene","","2.588","0.0117","9013"
"362194","occ","","","34329","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9013"
"362214","occ","","","34330","Theropithecus oswaldi","species","133586","Middle Pleistocene","","0.781","0.126","9013"
"362255","occ","","","34332","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9024"
"362418","occ","","","34269","Homo sapiens","species","83088","Late Pleistocene","","0.126","0.0117","9011"
"363570","occ","","","34444","Papio","genus","40871","Pliocene","","5.333","2.588","9043"
"364245","occ","","","34537","Macaca sylvanus","species","104118","Pleistocene","","2.588","0.0117","9117"
"364246","occ","","","34537","Macaca","genus","40869","Pleistocene","","2.588","0.0117","9117"
"364247","occ","","","34537","Macaca","genus","40869","Pleistocene","","2.588","0.0117","9117"
"364248","occ","","","34538","Pliopithecus","genus","40887","Middle Miocene","","15.97","11.608","9118"
"365750","occ","","","34642","Macaca","genus","40869","Late Miocene","","11.608","5.333","9164"
"365751","occ","","","34642","Colobus","genus","40864","Late Miocene","","11.608","5.333","9164"
"366126","occ","","","34667","Macacus robustus","species","54360","Pleistocene","","2.588","0.0117","9176"
"367588","occ","","","34767","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","9135"
"368586","occ","","","34872","Homo antecessor","species","83085","Pleistocene","","2.588","0.0117","9350"
"369776","occ","","","34940","Hominidae","family","40899","Pleistocene","","2.588","0.0117","9383"
"370422","occ","","","35076","Macaca","genus","40869","Pliocene","Pleistocene","5.333","0.0117","9424"
"373452","occ","","","35354","Dolichopithecus","genus","40866","Ruscinian","Villanyian","5.333","2.588","9534"
"373453","occ","","","35354","Macaca","genus","40869","Ruscinian","Villanyian","5.333","2.588","9534"
"374393","occ","","","35381","Dolichopithecus","genus","40866","Villanyian","","3.2","2.588","9534"
"374922","occ","","","35425","Cercopithecidae","family","40860","Neogene","Quaternary","23.03","0","9130"
"375644","occ","","","35457","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","9534"
"379609","occ","","","35905","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","9643"
"380394","occ","","","36016","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","9676"
"380813","occ","","","36134","Homo","genus","40901","Middle Pleistocene","","0.781","0.126","9695"
"381255","occ","","","36208","Gigantopithecus","genus","40894","Early Pleistocene","","2.588","0.781","9709"
"384545","occ","","","36587","Homo erectus","species","83084","Pleistocene","","2.588","0.0117","9810"
"385558","occ","","","36724","Rhinopithecus roxellana","species","238620","Middle Pleistocene","Late Pleistocene","0.781","0.0117","9836"
"385576","occ","","","36729","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","9836"
"385590","occ","","","36730","Macaca","genus","40869","Late Pleistocene","","0.126","0.0117","9836"
"386017","occ","22507","","36819","Hylobatidae","family","40889","Early Pleistocene","","2.588","0.781","29343"
"386018","occ","","","36819","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","9836"
"386462","occ","","","36868","Macaca","genus","40869","Middle Pleistocene","Late Pleistocene","0.781","0.0117","9871"
"387417","occ","","","34911","Theropithecus oswaldi","species","133586","Early Pleistocene","","2.588","0.781","9910"
"387455","occ","","","37024","Homo","genus","40901","Pleistocene","","2.588","0.0117","9913"
"387483","occ","","","37026","Macaca sylvanus","species","104118","Pleistocene","","2.588","0.0117","9913"
"387704","occ","","","37064","Homo sapiens","species","83088","Pleistocene","Holocene","2.588","0","9935"
"387706","occ","","","37064","Macaca","genus","40869","Pleistocene","Holocene","2.588","0","9935"
"388515","occ","","","22492","Theropithecus oswaldi","species","133586","Gelasian","Calabrian","2.588","0.781","9955"
"388541","occ","","","22494","Theropithecus oswaldi","species","133586","Gelasian","Calabrian","2.588","0.781","9955"
"388542","occ","","","22494","Homo erectus","species","83084","Gelasian","Calabrian","2.588","0.781","9955"
"395167","occ","","","22491","Theropithecus oswaldi","species","133586","Gelasian","Calabrian","2.588","0.781","9955"
"395168","occ","","","22491","Homo erectus","species","83084","Gelasian","Calabrian","2.588","0.781","9955"
"395169","occ","","","22491","Australopithecus boisei","species","83068","Gelasian","Calabrian","2.588","0.781","9955"
"395175","occ","","","22494","Papio","genus","40871","Gelasian","Calabrian","2.588","0.781","5626"
"395182","occ","","","22494","Colobinae","subfamily","234343","Gelasian","Calabrian","2.588","0.781","9955"
"395192","occ","","","22492","Papio","genus","40871","Gelasian","Calabrian","2.588","0.781","5626"
"395206","occ","","","22498","Theropithecus oswaldi","species","133586","Gelasian","Calabrian","2.588","0.781","9955"
"395342","occ","","","38039","Theropithecus oswaldi","species","133586","Pleistocene","","2.588","0.0117","4918"
"395343","occ","","","38039","Cercopithecus","genus","233952","Pleistocene","","2.588","0.0117","4918"
"395348","occ","","","38040","Theropithecus oswaldi","species","133586","Pleistocene","","2.588","0.0117","10100"
"395627","occ","","","38060","Afropithecus turkanensis","species","97222","Burdigalian","","20.44","15.97","10163"
"395641","occ","19260","","38060","Turkanapithecus kalakolensis","species","97226","Burdigalian","","20.44","15.97","10164"
"395642","occ","","","38060","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","10163"
"402761","occ","","","38649","Gigantopithecus","genus","40894","Middle Pleistocene","","0.781","0.126","10365"
"402762","occ","","","38649","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","10365"
"404310","occ","","","21445","Australopithecus boisei","species","83068","Pliocene","Pleistocene","5.333","0.0117","8610"
"404311","occ","","","21503","Homo erectus","species","83084","Gelasian","","2.588","1.806","8610"
"404312","occ","","","21504","Homo","genus","40901","Gelasian","","2.588","1.806","8610"
"404524","occ","","","21485","Homo","genus","40901","Piacenzian","","3.6","2.588","8610"
"408496","occ","","","39321","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","10617"
"412074","occ","11063","","39846","Paradolichopithecus","genus","40873","Pliocene","","5.333","2.588","10805"
"414559","occ","","","40113","Dolichopithecus ruscinensis","species","97754","Pliocene","","5.333","2.588","10873"
"414560","occ","","","40113","Mesopithecus monspessulanus","species","72228","Pliocene","","5.333","2.588","10873"
"414569","occ","","","40114","Dolichopithecus ruscinensis","species","97754","Pliocene","","5.333","2.588","10873"
"415353","occ","","","40229","Homo sapiens","species","83088","Holocene","","0.0117","0","10880"
"415361","occ","","","13293","Nomascus concolor","species","158842","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415362","occ","","","13293","Rhinopithecus","genus","158797","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415363","occ","","","13293","Pygathrix nemaeus","species","232432","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415364","occ","","","13293","Trachypithecus phayrei","species","238675","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415366","occ","","","13293","Trachypithecus","genus","92697","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415367","occ","","","13293","Macaca assamensis","species","231975","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415368","occ","","","13293","Macaca thibetana","species","240322","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415369","occ","","","13293","Macaca mulatta","species","232540","Middle Pleistocene","Late Pleistocene","0.781","0.0117","10881"
"415562","occ","11104","","11798","Sivapithecus","genus","40898","Turolian","","8.7","5.333","10885"
"415563","occ","11105","","11798","Sivapithecus","genus","40898","Turolian","","8.7","5.333","10885"
"415564","occ","","","11798","Macaca","genus","40869","Turolian","","8.7","5.333","10883"
"416067","occ","","","40341","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","10880"
"416068","occ","22508","","40341","Hylobatidae","family","40889","Middle Pleistocene","","0.781","0.126","29343"
"416069","occ","","","40341","Macaca assamensis","species","231975","Middle Pleistocene","","0.781","0.126","10881"
"416095","occ","","","40341","Rhinopithecus","genus","158797","Middle Pleistocene","","0.781","0.126","10881"
"416096","occ","","","40341","Pygathrix nemaeus","species","232432","Middle Pleistocene","","0.781","0.126","10881"
"416097","occ","","","40341","Trachypithecus phayrei","species","238675","Middle Pleistocene","","0.781","0.126","10881"
"416098","occ","","","40341","Trachypithecus","genus","92697","Middle Pleistocene","","0.781","0.126","10881"
"416099","occ","","","40341","Macaca thibetana","species","240322","Middle Pleistocene","","0.781","0.126","10881"
"416100","occ","","","40341","Macaca mulatta","species","232540","Middle Pleistocene","","0.781","0.126","10881"
"417574","occ","","","40500","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","10917"
"418080","occ","","","40548","Dolichopithecus ruscinensis","species","97754","Ruscinian","","5.333","3.2","10947"
"418303","occ","","","36112","Macaca","genus","40869","MN 17","","2.588","1.806","10948"
"418304","occ","10906","","36112","Paradolichopithecus","genus","40873","MN 17","","2.588","1.806","10948"
"418922","occ","","","34395","Papio","genus","40871","Pliocene","","5.333","2.588","10946"
"419909","occ","","","40796","Dolichopithecus","genus","40866","Ruscinian","","5.333","3.2","11017"
"421583","occ","","","34911","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11044"
"422114","occ","","","41027","Colobinae","subfamily","234343","Villanyian","","3.2","2.588","11054"
"423902","occ","","","41287","Pondaungia cotteri","species","100581","Bartonian","","41.3","38","11084"
"424085","occ","32605","","41331","Pondaungia","genus","40842","Bartonian","","41.3","38","25277"
"424087","occ","","","41283","Pondaungia","genus","40842","Bartonian","","41.3","38","11100"
"424088","occ","","","41283","Pondaungia minuta","species","144168","Bartonian","","41.3","38","11100"
"424089","occ","","","41331","Bahinia pondaungensis","species","58155","Bartonian","","41.3","38","11102"
"424094","occ","","","41333","Pondaungia cotteri","species","100581","Bartonian","","41.3","38","11107"
"424095","occ","","","41336","Pondaungia","genus","40842","Bartonian","","41.3","38","11107"
"424096","occ","","","41393","Pondaungia","genus","40842","Bartonian","","41.3","38","11107"
"434961","occ","","","42483","Dryopithecus","genus","40893","Miocene","","23.03","5.333","11305"
"435250","occ","21490","","42539","Pliopithecus zhanxiangi","species","143189","Serravallian","","13.82","11.62","29415"
"435526","occ","","","42588","Pliopithecus antiquus","species","143188","Langhian","Serravallian","15.97","11.62","11342"
"435576","occ","","","42596","Pliopithecus antiquus","species","143188","Langhian","Serravallian","15.97","11.62","11342"
"439022","occ","","","42866","Homo sapiens","species","83088","Middle Pleistocene","","0.781","0.126","11378"
"439177","occ","","","42867","Macaca","genus","40869","Early Pleistocene","","2.588","0.781","11380"
"442357","occ","","","43400","Dionysopithecus shuangouensis","species","143131","Burdigalian","","20.44","15.97","11443"
"442358","occ","","","43400","Platodontopithecus jianghuaiensis","species","143136","Burdigalian","","20.44","15.97","11443"
"442359","occ","","","43400","Hominoidea","superfamily","40883","Burdigalian","","20.44","15.97","11443"
"442717","occ","","","43631","Homo neanderthalensis","species","83087","Late Pleistocene","","0.126","0.0117","11457"
"443276","occ","","","43655","Macaca sylvanus","species","104118","Middle Pleistocene","","0.781","0.126","11465"
"443640","occ","","","43695","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","11465"
"443699","occ","","","43700","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","11465"
"443753","occ","","","43704","Homo erectus","species","83084","Middle Pleistocene","","0.781","0.126","11465"
"450378","occ","","","44231","Macaca","genus","40869","Pliocene","Pleistocene","5.333","0.0117","12548"
"450379","occ","","","44231","Dolichopithecus","genus","40866","Pliocene","Pleistocene","5.333","0.0117","12548"
"452307","occ","","","44219","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452308","occ","","","44220","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452309","occ","","","44221","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452310","occ","","","44222","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452311","occ","","","44223","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"452312","occ","","","44224","Laccopithecus robustus","species","58366","Turolian","","8.7","5.333","11433"
"457426","occ","","","43020","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11725"
"457447","occ","","","45085","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11725"
"457468","occ","","","45065","Homo","genus","40901","Early Pleistocene","","2.588","0.781","11725"
"462149","occ","","","44977","Pliopithecus antiquus","species","143188","MN 5","","15.97","13.65","11994"
"466704","occ","","","46277","Pliopithecus antiquus","species","143188","MN 7 + 8","","12.75","11.1","12335"
"472509","occ","","","46955","Pliopithecus antiquus","species","143188","MN 5","","15.97","13.65","12472"
"472510","occ","","","46955","Pliopithecidae","family","40884","MN 5","","15.97","13.65","12472"
"474707","occ","","","47099","Dolichopithecus","genus","40866","MN 16","","3.2","2.588","12548"
"475201","occ","12189","","47150","Macaca","genus","40869","MN 17","","2.588","1.806","12548"
"481454","occ","","","31183","Paralouatta marianae","species","64834","Early Miocene","","23.03","15.97","8395"
"486347","occ","","","48666","Sivapithecus punjabicus","species","133677","Middle Miocene","","15.97","11.608","12990"
"487330","occ","","","48890","Dolichopithecus","genus","40866","Middle Pleistocene","","0.781","0.126","13053"
"487351","occ","","","48891","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","12802"
"487426","occ","","","48912","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","12802"
"489586","occ","","","49308","Theropithecus","genus","40879","Early Pleistocene","","2.588","0.781","13168"
"489666","occ","","","49333","Mesopithecus monspessulanus","species","72228","Ruscinian","","5.333","3.2","13151"
"493190","occ","","","49816","Macaca sylvanus","species","104118","Middle Pleistocene","","0.781","0.126","13380"
"493228","occ","","","36206","Macaca sylvanus","species","104118","Middle Pleistocene","","0.781","0.126","13380"
"496998","occ","","","50196","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","9643"
"497113","occ","","","50199","Homo heidelbergensis","species","83086","Middle Pleistocene","","0.781","0.126","9643"
"497674","occ","","","50259","Macaca sylvanus","species","104118","Middle Pleistocene","","0.781","0.126","9643"
"498828","occ","13080","","50342","Macaca sylvanus","species","104118","Early Pleistocene","","2.588","0.781","13519"
"501579","occ","","","50908","Macaca","genus","40869","MN 14","","4.9","4.2","13592"
"501580","occ","","","50908","Dolichopithecus ruscinensis","species","97754","MN 14","","4.9","4.2","13592"
"501589","occ","","","50911","Macaca","genus","40869","MN 14","","4.9","4.2","13592"
"501617","occ","","","50914","Macaca","genus","40869","MN 14","MN 15","4.9","3.2","13592"
"501619","occ","","","50915","Dolichopithecus ruscinensis","species","97754","MN 14","MN 15","4.9","3.2","13592"
"501816","occ","","","50941","Dolichopithecus","genus","40866","MN 15","","4.2","3.2","13592"
"501821","occ","","","50942","Macaca","genus","40869","MN 15","","4.2","3.2","13592"
"502563","occ","","","51100","Macaca","genus","40869","Middle Pleistocene","","0.781","0.126","13623"
"502564","occ","","","51100","Pongo","genus","40897","Middle Pleistocene","","0.781","0.126","13623"
